Date,Game Mode,Match Mode,Turns,Duration,Victory Type,Local Outcome,Plains,Forests,Dungeons,Mountains,Settlements,Swamps,StoneCircles,P1 Steam ID,P1 Init Type,P1 End Type,P1 Hero,P1 Hero Skin,P1 Dice Skin,P1 Amulet,P1 Ring,P1 Fight,P1 Health,P1 Body,P1 Wits,P1 Spirit,P1 Gold,P1 Magic,P1 Prestige,P1 Rot,P2 Steam ID,P2 Init Type,P2 End Type,P2 Hero,P2 Hero Skin,P2 Dice Skin,P2 Amulet,P2 Ring,P2 Fight,P2 Health,P2 Body,P2 Wits,P2 Spirit,P2 Gold,P2 Magic,P2 Prestige,P2 Rot,P3 Steam ID,P3 Init Type,P3 End Type,P3 Hero,P3 Hero Skin,P3 Dice Skin,P3 Amulet,P3 Ring,P3 Fight,P3 Health,P3 Body,P3 Wits,P3 Spirit,P3 Gold,P3 Magic,P3 Prestige,P3 Rot,P4 Steam ID,P4 Init Type,P4 End Type,P4 Hero,P4 Hero Skin,P4 Dice Skin,P4 Amulet,P4 Ring,P4 Fight,P4 Health,P4 Body,P4 Wits,P4 Spirit,P4 Gold,P4 Magic,P4 Prestige,P4 Rot
2019-02-15 19:10:40,FuryFriday,Public,13.25,51.12,Prestige,Lost,17,14,5,6,6,7,5,926AFC94C40D8E3C,Remote,Remote,Sargon,Veil Lord,Geek Dice,Scratch,Cat's Eye,4 5 5 5 5 5 5 5 6 6 6 6 6 6,4 4 4 4 4 4 4 4 4 4 3 4 4 1,4 4 4 4 4 4 4 4 4 4 4 4 4 4,5 5 5 5 5 5 5 5 5 5 5 5 5 5,4 4 4 4 7 5 5 5 5 5 5 6 6 6,7 2 0 0 0 0 2 1 1 8 12 9 5 5,4 0 0 4 1 3 2 5 5 5 2 4 4 6,0 2 2 2 3 3 4 4 3 2 4 4 4 4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,65571B7DE3D12928,Remote,Remote,Scarlet,Classic,Apricot Dice,Scratch,Celestite,5 5 6 6 6 6 6 6 6 6 7 7 7 7,5 5 3 5 4 5 4 4 1 5 4 4 5 5,5 5 5 5 5 5 5 5 5 5 5 5 5 5,4 4 4 4 4 4 4 4 5 5 4 5 5 5,3 3 3 3 3 3 3 3 3 3 3 3 3 3,7 3 1 0 5 5 0 0 1 0 0 0 0 2,3 1 1 2 0 4 4 0 0 0 2 1 1 3,0 0 2 1 1 1 0 0 2 2 2 3 3 0,0 0 0 0 0 1 1 3 3 4 4 4 5 6,01599D9DB208B11A,Local,Local,Yordana,Classic,Evergreen Dice,Scratch,Aquamarine,3 3 3 3 3 3 4 4 3 3 3 3 3 3,5 4 5 5 5 5 6 8 5 3 6 6 3 6,5 5 5 5 8 6 6 8 6 6 6 6 6 6,4 4 5 5 5 5 5 5 6 7 6 6 7 6,5 5 5 5 5 5 5 5 5 5 5 5 5 5,4 4 3 0 5 5 6 4 6 3 6 1 4 4,5 2 7 4 0 2 1 2 1 2 1 4 1 0,0 0 3 3 3 3 2 2 3 3 3 5 6 5,0 0 0 0 1 1 1 1 1 1 1 1 1 1,FA9F98AE7FBD9A76,Remote,Remote,Elyssia,Classic,Star Teller Dice,Sprint,Pink Topaz,3 3 3 3 3 3 3 3 3 3 3 3 3 3,5 3 3 3 3 3 2 5 4 4 3 4 3 3,5 5 5 5 5 5 5 5 5 5 5 5 5 5,5 5 5 5 5 5 6 6 6 5 6 6 5 6,3 3 3 3 3 3 3 3 3 3 3 3 3 3,2 1 6 2 0 0 3 3 11 9 8 5 5 5,3 3 1 1 1 1 1 4 2 1 1 4 4 3,0 0 1 2 3 4 6 6 7 7 7 8 8 7,0 0 0 0 0 0 0 1 1 1 1 1 1 1
2019-02-15 17:52:37,FuryFriday,Public,9.5,36.58,BanishKing,Lost,15,16,4,7,6,6,6,88CFCD78E63DC1BA,Remote,Remote,Yordana,Classic,Wickedweave Dice,Discipline,Quartz,2 3 3 3 3 3 3 3 3 3,5 4 5 5 5 5 2 5 2 2,5 5 5 5 5 5 5 5 5 5,4 4 4 4 5 5 5 5 5 5,5 5 5 6 6 6 6 6 6 6,1 1 0 0 2 2 4 0 2 2,5 8 1 0 0 6 1 5 5 6,0 1 1 2 3 3 5 4 4 4,0 0 0 0 0 0 0 0 0 0,7A2B584429991EB0,Remote,Remote,Horace,Classic,Abbot's Eye Dice,Grow,Celestite,5 5 5 5 5 5 5 5 5 5,6 6 3 1 4 6 6 6 5 6,6 6 6 6 6 6 6 6 6 6,3 4 4 4 4 4 4 4 4 4,2 2 2 2 3 3 3 3 3 3,3 3 5 1 0 0 2 5 8 7,2 2 2 2 2 3 1 3 0 3,0 1 2 4 5 5 8 7 7 7,0 0 0 0 0 0 0 0 0 0,01599D9DB208B11A,Local,Local,Magna,Classic,Mirky Fog Dice,Think,Moonstone,5 5 5 5 7 6 6 6 7 6,6 6 5 6 6 6 6 6 2 2,6 6 6 6 6 6 6 7 7 7,4 4 4 4 3 4 4 4 5 5,2 3 3 3 3 3 3 4 3 4,4 9 10 10 5 5 4 4 6 5,2 4 4 1 1 3 3 5 7 4,0 1 1 1 2 0 0 2 4 4,0 0 0 0 0 0 0 0 1 0,926AFC94C40D8E3C,Remote,Remote,Sargon,Veil Lord,Geek Dice,Scratch,Ruby,4 5 5 5 5 5 5 6 6 6,4 3 2 2 3 5 5 5 5 5,4 4 4 4 5 5 5 5 5 5,5 5 5 5 5 5 5 5 5 5,4 4 4 4 4 4 4 4 4 4,3 2 3 8 12 12 11 11 9 9,4 1 0 3 2 0 0 0 0 2,0 1 1 1 1 1 1 2 2 2,0 0 0 0 0 1 2 2 2 2
2019-02-14 22:26:44,ClassicMultiplayer,Public,16,84.23,Prestige,Won,18,15,6,6,6,5,4,8942A9E3106E36EF,Remote,Remote,Fang,Classic,Rotlock Dice,Spoil,Rubellite,6 6 6 6 7 10 7 7 10 8 8 8 11 8 8 8,4 5 4 5 4 3 5 5 2 6 6 6 3 6 5 5,5 5 5 5 5 5 5 5 6 6 6 6 6 6 5 5,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,2 3 3 3 3 3 3 3 5 5 5 5 5 5 5 5,1 1 3 3 1 1 3 3 1 1 5 5 7 8 10 10,2 2 0 1 1 6 6 0 0 3 4 8 4 1 3 5,0 1 1 0 1 2 1 2 3 3 1 1 1 1 1 0,3 3 3 3 3 3 3 3 3 4 5 5 5 5 6 6,01599D9DB208B11A,Local,Local,Scarlet,Classic,Classic Dice,Decay,Pink Topaz,4 4 4 4 5 5 5 5 5 5 5 6 6 6 6 6,5 5 4 4 4 3 3 6 4 6 6 5 3 3 1 5,5 5 5 5 5 5 5 6 6 6 6 6 6 6 5 5,4 5 5 5 5 5 5 5 5 5 5 6 6 6 6 6,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,4 2 4 2 2 0 8 4 12 10 14 10 0 2 6 7,2 5 0 1 1 3 0 3 1 1 1 3 3 2 0 3,0 2 3 5 7 9 9 11 7 9 9 11 13 16 16 15,0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 2,9B87EF7369D9D5D8,Remote,Remote,Thane,Classic,Secret Fortune Dice,Scratch,Rubellite,6 6 6 7 7 7 10 10 10 10 11 11 11 11 8 8,5 4 7 5 4 4 1 2 2 2 1 1 1 1 5 5,5 5 7 5 5 6 6 6 6 6 6 6 6 8 5 5,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4,4 1 0 0 6 6 7 9 6 8 6 11 9 9 10 11,3 3 1 1 1 0 0 1 1 2 4 3 3 3 0 3,1 2 2 4 5 7 8 8 7 7 8 9 11 13 13 14,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9430D34A8BF5F002,Remote,Remote,Brun,Classic,Star Teller Dice,Spoil,Jade,4 4 4 4 4 4 4 4 4 4 6 6 7 5 6 5,5 6 6 6 5 6 4 6 2 2 2 2 1 6 5 5,6 6 6 6 6 6 6 6 6 6 6 6 6 6 5 5,3 3 3 3 3 3 3 3 3 3 3 5 3 3 3 3,3 3 3 3 3 3 3 3 3 3 5 3 3 3 3 3,2 2 0 0 1 1 3 3 1 1 3 3 7 7 10 10,3 3 1 1 1 1 1 3 3 3 0 2 0 3 3 3,0 0 2 1 1 1 1 1 1 1 1 2 1 1 1 1,2 2 2 2 2 2 2 3 3 3 4 5 5 5 5 5
2019-02-09 08:42:32,FuryFriday,Public,10.75,43.6,BanishKing,Lost,22,12,6,4,4,6,6,9.72821675875167E+016,Local,Local,Zosha,Classic,Green Dice,Soak,Ruby,5 7 5 5 5 5 5 6 6 6 6,5 5 5 5 5 5 5 4 5 5 3,5 5 5 5 5 5 5 5 5 5 7,4 4 5 5 5 5 5 5 5 5 5,3 3 3 3 3 3 3 3 5 3 3,3 2 0 0 2 2 2 1 4 4 7,3 1 2 2 2 0 0 3 0 5 1,0 2 2 2 1 1 1 1 0 0 0,0 1 1 1 1 1 1 2 2 2 2,1.4780508989748E+019,Remote,Remote,Elyssia,Classic,Winterfall Dice,Sprint,Rainbow Quartz,3 3 3 3 5 3 3 4 4 4 4,5 5 5 5 5 5 6 2 5 5 2,5 5 5 5 6 6 6 6 6 6 6,5 5 5 6 5 6 6 6 6 6 6,3 4 4 4 4 4 4 4 4 4 4,0 1 4 2 4 1 1 1 3 3 5,3 2 0 4 4 2 3 4 4 2 3,0 1 2 3 4 4 4 6 7 7 7,0 0 0 0 0 0 0 0 0 0 0,1.0324872094242E+019,Remote,Remote,River,Classic,Star Teller Dice,Scratch,Celestite,5 5 5 5 5 5 5 5 5 5 5,7 5 5 5 4 4 5 5 4 3 2,7 5 5 5 5 5 6 6 6 6 6,4 4 4 4 4 4 5 5 7 5 5,3 3 3 3 4 4 4 4 5 5 5,4 3 6 6 5 2 3 2 8 7 4,1 3 3 3 1 1 1 4 1 0 0,0 0 0 0 2 3 5 5 7 7 8,0 0 2 3 4 4 4 4 5 5 5,3.82042230421221E+018,Remote,Remote,Ghor,The Mighty,Winterfall Dice,Discipline,Jade,3 3 3 3 4 4 4 4 4 4 4,6 6 6 6 2 2 1 6 5 5 4,6 6 6 6 6 6 6 6 6 6 6,3 4 4 4 4 4 4 4 4 4 4,4 4 6 4 4 4 4 4 4 5 5,3 3 0 0 2 2 2 0 1 1 2,3 4 0 2 1 7 7 2 1 3 6,0 2 2 2 4 4 4 3 3 4 4,0 0 0 4 4 4 6 6 8 8 8
2019-02-08 21:40:12,FuryFriday,Public,13,53.89,Prestige,Won,19,13,6,7,5,5,5,9.72821675875167E+016,Local,Local,Magna,Classic,Bluebell Dice,Think,Moonstone,5 6 6 6 6 6 8 6 6 6 6 6 7 7,6 6 5 5 6 6 6 6 7 7 2 7 4 1,6 6 6 6 6 6 6 6 7 7 7 7 7 7,4 4 7 4 5 4 4 4 5 4 5 4 5 4,2 3 2 3 2 3 2 3 2 3 2 3 2 3,4 4 3 4 6 6 7 2 4 3 3 3 0 0,2 2 1 4 4 3 1 3 5 3 5 5 0 3,0 1 2 3 3 3 3 3 6 6 8 8 11 11,0 0 0 0 0 0 0 0 1 2 2 3 3 3,1.29471374061319E+019,Remote,Remote,Elyssia,Classic,Rabbit Clan Dice,Scratch,Rainbow Quartz,4 4 4 4 4 4 4 4 4 4 4 4 4 4,5 5 4 5 3 2 5 4 3 3 3 6 5 7,5 5 5 5 5 5 5 6 6 6 6 7 7 7,5 5 5 5 5 5 5 5 5 5 5 5 5 5,3 4 4 4 4 4 4 4 4 4 5 5 5 5,7 3 5 6 3 3 6 6 5 0 3 3 7 7,4 3 4 4 3 4 5 3 3 2 0 1 2 5,0 1 1 1 3 3 3 4 5 5 6 7 8 0,0 1 4 4 4 4 4 4 5 5 5 7 8 8,8.83719048396682E+018,Remote,Remote,Thane,Classic,Winter Dice,Discipline,Celestite,5 5 5 5 5 5 5 5 5 5 5 5 5 5,5 5 5 3 5 5 5 5 1 2 1 1 5 3,5 5 5 5 5 5 5 5 5 5 5 5 5 5,3 4 4 4 4 4 4 4 4 4 4 4 4 4,3 3 3 3 4 4 4 4 6 5 5 5 5 4,0 1 2 2 1 0 0 0 1 1 1 1 5 2,2 3 3 1 1 6 2 4 1 4 4 5 3 4,0 1 1 2 1 1 1 1 1 2 2 2 1 1,0 0 2 2 2 2 3 3 4 4 6 6 6 6,,Remote,AI,Amber,Classic,Winterfall Dice,Think,Spinel,3 5 3 3 3 3 3 3 3 3 3 4 4 4,5 5 5 5 5 5 5 2 5 4 3 3 5 5,5 5 5 5 5 5 5 5 5 5 5 5 5 5,5 5 6 6 6 6 6 6 6 6 6 6 6 6,4 4 4 4 4 4 4 4 4 4 4 4 4 4,4 1 2 2 3 3 6 4 6 6 9 9 11 11,4 2 3 1 1 4 4 4 4 4 4 4 4 4,0 2 1 0 1 1 0 0 0 0 0 1 0 0,0 0 0 1 1 1 1 1 2 2 2 2 2 2
2019-02-08 20:45:54,FuryFriday,Public,10,42.01,Prestige,Lost,19,13,6,5,6,7,4,9.72821675875167E+016,Local,Local,River,Wildlands,Maple Dice,Feel,Chrysocolla,4 4 4 5 5 5 5 5 5 5 5,5 5 5 5 5 5 1 5 5 5 5,5 5 5 5 5 5 5 5 5 5 5,4 4 4 4 4 4 4 4 4 4 4,4 4 4 4 4 4 4 4 4 4 4,3 2 4 4 6 6 7 7 2 3 3,4 4 2 2 2 4 4 4 4 3 3,0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 1 1 1,1.5070388884359E+019,Remote,Remote,Sargon,Veil Lord,Evergreen Dice,Discipline,Cat's Eye,3 5 4 4 4 4 4 4 4 5 5,3 3 3 6 5 5 1 5 4 5 5,4 4 4 6 5 5 5 5 5 5 5,5 4 5 5 5 5 5 5 5 5 5,4 4 4 4 4 4 4 4 4 4 4,2 1 0 0 1 0 0 0 4 3 3,2 3 1 1 1 0 0 3 0 1 1,0 1 1 1 2 2 3 3 4 5 5,0 0 0 0 0 0 0 0 0 0 0,8.11693747536341E+018,Remote,Remote,Griotte,Classic,Rat Clan Dice,Scratch,Cat's Eye,7 6 6 6 6 6 6 6 6 6 6,4 3 2 2 4 4 4 4 1 4 4,4 4 4 4 4 4 4 4 4 4 4,4 5 5 5 5 7 5 5 5 5 5,3 3 3 3 3 3 3 3 3 3 3,6 3 5 5 1 4 3 3 3 3 3,1 3 1 2 2 0 0 3 3 1 1,1 3 3 3 2 2 2 0 1 0 0,0 0 0 0 0 0 0 0 1 1 1,5.85624757660573E+018,Remote,Remote,Fang,Classic,Druid's Promise,Feel,Celestite,6 6 6 7 7 7 7 7 7 7 7,4 3 5 5 4 4 1 5 4 4 4,5 5 5 5 5 5 5 5 5 5 5,3 3 3 3 3 3 3 3 3 3 3,3 3 3 3 3 5 3 3 3 3 3,4 4 5 5 3 3 5 2 3 1 1,3 7 5 3 3 0 0 3 2 3 3,0 0 0 0 0 1 1 1 1 2 2,1 1 1 1 1 1 1 1 2 2 2
2019-02-08 17:45:43,FuryFriday,Public,14,60.57,Prestige,Lost,18,13,5,8,6,5,5,9.72821675875167E+016,Local,Local,Sylas,Classic,Wolf Clan Dice,Soak,Serendibite,6 5 5 5 5 5 5 5 6 6 6 6 6 6 6,3 1 4 6 5 4 3 7 6 6 7 7 3 1 1,6 6 6 6 6 6 7 7 7 7 7 7 7 7 7,2 4 4 4 4 4 4 4 4 4 4 4 4 4 4,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,1 2 0 0 2 4 0 0 2 2 4 4 5 6 6,1 1 1 1 0 3 3 3 3 3 0 0 0 3 3,0 2 1 0 0 0 1 0 0 1 0 0 0 1 1,0 0 0 0 1 1 5 5 5 9 9 9 10 10 10,1.02251293858183E+019,Remote,Remote,Elyssia,Build Master,Sapphire Shroud Dice,Sprint,Pink Topaz,3 4 4 4 4 5 5 5 5 5 5 5 5 5 5,5 5 5 5 5 5 7 6 6 5 4 2 6 6 6,5 5 5 6 6 6 8 6 6 6 6 6 6 6 6,5 5 5 5 5 5 5 5 5 5 5 5 5 5 5,3 3 3 3 3 3 4 4 4 4 4 4 4 4 4,5 4 0 0 4 3 12 11 20 20 30 30 41 41 41,3 3 4 3 3 5 0 4 4 4 4 0 0 4 4,0 2 2 2 2 3 5 5 4 4 4 5 6 6 6,0 0 0 0 0 0 1 1 2 2 2 2 3 5 5,4.76990972173443E+018,Remote,Remote,Sargon,Classic,Rotlock Dice,Soak,Ruby,3 3 3 3 3 3 3 4 4 4 4 4 4 4 4,5 5 5 6 5 6 5 5 6 1 6 6 6 6 6,5 5 5 7 5 6 6 6 6 6 6 6 6 6 6,5 5 6 5 6 5 6 5 6 5 6 5 6 5 5,4 6 5 6 5 6 7 6 5 6 5 6 5 6 6,6 4 5 1 1 0 4 3 5 3 5 4 4 3 3,1 2 0 0 0 6 0 8 0 2 0 2 1 1 1,0 2 1 2 2 3 3 4 5 5 5 5 5 5 5,0 0 0 0 0 1 1 1 1 1 1 1 2 2 2,2.41122473431131E+018,Remote,Remote,Sana,Classic,Charcoal Vein Dice,Think,Jade,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,6 6 3 6 6 5 4 3 3 3 6 6 5 2 2,6 6 6 6 6 6 6 6 6 8 6 6 6 6 6,4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,5 6 6 6 6 6 6 6 6 6 6 6 6 6 6,7 4 3 0 1 1 6 6 7 5 10 9 10 10 10,5 0 3 4 2 4 4 8 6 4 4 2 2 6 6,0 2 3 3 4 4 4 4 4 4 4 5 5 4 4,0 0 0 1 1 1 1 0 0 0 0 0 0 0 0
2019-02-02 09:10:44,FuryFriday,Public,15.25,70.47,Prestige,Lost,17,16,6,5,5,6,5,9.72821675875167E+016,Local,Local,Barnaby,Forerunner,Rabbit Clan Dice,Feel,Spinel,4 4 4 4 4 4 5 5 6 5 5 6 5 5 6 6 6,6 7 5 7 6 6 6 7 7 4 5 3 1 7 6 6 6,6 7 6 7 6 7 6 7 7 7 8 7 7 7 8 7 7,4 4 5 4 4 4 5 4 4 4 4 4 4 4 4 4 4,3 4 4 4 5 4 4 4 4 5 4 4 5 5 4 5 5,9 6 6 6 4 4 1 5 7 6 9 9 12 12 14 14 14,2 3 1 2 2 3 3 0 0 4 2 4 3 0 0 4 4,0 1 1 1 1 2 2 5 7 9 9 12 8 8 9 9 9,0 0 0 1 1 1 1 1 1 1 1 1 1 3 3 3 3,1.63417449068716E+019,Remote,Remote,Twiss,Classic,Oaken Glory Dice,Soak,Amethyst,4 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4,5 5 2 3 2 5 4 6 5 5 6 6 5 6 5 6 6,5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6,6 5 5 5 5 5 6 5 5 5 5 5 5 5 7 5 5,4 5 5 5 5 6 5 6 5 6 5 5 5 5 5 5 5,0 1 0 2 5 5 7 7 1 0 1 1 2 2 4 1 1,1 1 1 1 1 0 2 4 0 0 1 4 7 5 1 2 2,0 0 1 1 1 2 2 1 1 1 0 1 2 0 0 0 0,0 3 3 5 5 5 6 6 6 6 7 7 7 7 7 7 7,9.4752689215802E+018,Remote,Remote,Brun,Classic,Crimson Bleed Dice,Feel,Aquamarine,4 4 4 5 5 5 5 5 5 5 5 5 7 5 5 5 5,6 6 1 6 6 6 3 3 3 6 5 1 6 2 5 4 4,6 6 6 6 6 6 6 6 6 6 6 6 6 6 7 7 7,3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4,4 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5,5 5 7 7 6 4 0 0 2 2 4 4 3 3 5 5 5,4 2 4 5 5 5 5 5 5 5 5 3 1 1 1 0 0,0 1 2 2 2 2 4 4 5 5 5 6 7 8 9 11 11,0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1,,Remote,AI,Griotte,Classic,Wickedweave Dice,Intimidate,Cat's Eye,4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,4 3 4 4 4 4 4 4 4 4 3 4 3 3 4 4 4,4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6,3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4,5 6 9 6 11 11 10 10 13 12 15 15 18 18 19 19 19,3 3 1 3 3 4 4 7 7 4 3 4 4 4 4 4 4,0 0 0 0 1 1 0 0 0 0 0 0 1 1 0 0 0,0 0 0 0 1 2 2 2 2 2 2 2 2 2 2 2 2
2019-02-01 21:49:14,FuryFriday,Public,12.25,60.46,BanishKing,Lost,19,14,4,5,6,6,6,9.72821675875167E+016,Local,Local,Sargon,Veil Lord,Bloodstone Fire Dice,Scratch,Turquoise,4 4 4 4 5 6 6 6 5 6 6 5 5,4 4 3 2 4 4 5 5 5 5 2 5 5,4 4 4 4 4 4 5 5 6 5 5 5 5,5 5 6 6 7 8 8 8 8 8 8 8 8,4 4 4 4 4 4 6 4 4 4 4 5 5,4 3 3 0 2 2 0 1 3 5 7 11 12,3 4 1 2 2 8 1 6 0 1 0 2 2,0 0 1 2 2 3 3 3 5 7 7 9 9,0 0 0 0 0 0 0 0 0 0 0 0 0,3.6865339523889E+018,Remote,Remote,Amber,Classic,Cinderstone Dice,Scratch,Pink Topaz,4 4 5 5 5 5 5 7 5 5 5 5 5,5 5 5 5 4 7 5 5 6 8 6 4 4,5 5 5 5 5 7 5 5 6 8 6 6 6,4 4 4 4 4 4 4 3 4 4 4 4 4,4 4 4 4 7 6 6 6 6 6 6 6 6,5 5 6 4 3 1 6 6 7 7 8 8 9,4 10 1 4 1 3 1 2 1 3 1 4 4,0 0 1 1 1 2 2 3 2 2 1 1 1,0 0 0 0 0 0 0 0 0 0 0 0 0,3.32061296306067E+018,Remote,Remote,Barnaby,Classic,Winter Dice,Watch,Sunstone,4 4 4 4 4 5 5 5 5 5 5 5 5,6 6 6 6 6 2 6 4 4 3 3 6 6,6 6 6 6 6 6 6 6 6 6 6 6 6,4 5 5 5 5 4 5 5 5 5 5 5 5,2 2 2 2 2 2 2 2 2 2 2 2 2,7 7 9 9 10 3 4 3 4 5 3 3 7,2 2 2 2 2 2 3 2 2 2 4 1 1,0 1 1 0 0 0 1 1 1 1 2 2 2,0 0 0 0 0 0 0 0 0 0 0 0 0,3.26818968518098E+018,Remote,Remote,Thane,Classic,Rotlock Dice,Think,Celestite,5 5 5 6 6 6 6 6 7 7 7 7 7,4 5 5 5 5 5 5 7 3 6 6 6 4,5 5 5 5 5 5 6 8 6 6 6 6 6,4 4 4 4 5 5 5 5 5 5 5 5 5,3 3 3 3 3 3 3 3 3 3 3 3 3,5 5 4 1 1 1 2 2 5 5 7 12 13,3 3 3 3 0 2 0 3 1 0 0 1 1,0 1 0 4 6 6 8 9 11 11 11 15 13,0 1 1 1 1 1 1 1 0 0 0 0 0
2019-02-01 20:46:35,FuryFriday,Public,8,38.03,DefeatKing,Lost,20,13,5,6,5,5,6,9.72821675875167E+016,Local,Local,Magna,Shieldfury,Trusty Dice,Think,Onyx,5 5 6 6 6 6 6 6,6 3 6 6 3 3 7 7,6 6 6 6 6 7 7 7,4 4 4 4 4 4 4 4,2 2 2 2 2 2 2 2,1 1 2 2 6 3 3 3,0 2 2 2 2 2 2 2,0 1 2 2 3 3 2 2,0 0 0 0 1 1 2 2,8.6085074811679E+018,Remote,Remote,Mercurio,Classic,Warlock's Scorn Dice,Scratch,Ruby,5 6 6 6 6 6 6 6,5 4 3 4 2 2 5 3,5 5 5 5 5 5 5 5,5 5 5 5 6 6 6 6,2 2 2 4 2 2 2 2,6 1 1 1 2 0 4 0,2 0 0 0 0 0 0 0,0 1 2 1 2 2 1 2,0 2 2 2 4 4 4 4,7.82005136608674E+018,Remote,Remote,River,Classic,Trusty Dice,Resist,Celestite,4 5 5 5 6 6 6 6,5 5 5 4 4 5 4 5,5 5 5 5 5 5 5 5,4 4 4 5 5 5 5 5,3 3 5 3 3 3 3 3,2 1 2 0 6 2 0 0,1 3 0 4 0 1 1 3,0 1 1 2 3 3 0 0,0 0 0 0 0 0 0 1,1.95040345175323E+018,Remote,Remote,Horace,Classic,Secret Fortune Dice,Listener,Celestite,5 5 5 5 5 5 5 5,6 6 4 5 6 5 5 4,6 6 6 6 6 6 7 7,3 4 5 4 5 4 5 4,2 3 2 3 2 3 2 3,2 2 5 5 3 3 2 2,2 2 2 3 1 0 0 4,0 2 2 2 1 1 2 2,0 0 0 0 0 1 1 1
2019-01-26 09:55:14,FuryFriday,Public,13.5,55.26,Prestige,Lost,16,14,5,7,5,7,6,9.72821675875167E+016,Local,Local,Griotte,Classic,Smoke Dice,Feel,Tanzanite,4 4 4 4 4 4 4 4 4 5 5 5 5 8 8,4 3 4 4 2 4 4 4 5 4 5 5 5 3 3,4 4 4 4 4 4 4 5 5 5 5 5 5 5 5,5 5 5 5 6 6 6 6 6 6 6 6 6 4 4,4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,7 7 8 8 7 7 6 4 0 2 1 2 6 3 3,4 2 2 4 3 5 3 5 2 4 2 4 3 2 2,0 0 0 0 1 0 0 2 2 3 3 3 3 4 4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1.14500336582239E+019,Remote,Remote,Fang,Classic,Cosmic Marvel Dice,Feel,Celestite,6 7 7 7 7 7 7 7 7 7 8 8 10 8 8,4 4 4 5 4 2 5 5 5 4 3 3 3 6 6,5 5 5 5 5 5 5 5 6 6 6 6 6 6 6,3 3 3 3 3 3 3 3 3 3 3 3 2 3 3,5 3 3 3 3 3 3 5 3 3 3 3 3 3 3,1 5 0 0 5 3 0 0 1 1 0 0 4 4 4,0 0 0 3 0 3 1 1 1 3 1 3 0 1 1,0 3 4 3 3 5 4 4 5 5 6 6 7 7 7,1 3 4 5 5 5 6 6 6 6 8 10 10 10 10,6.29489960212465E+018,Remote,Remote,Scarlet,Classic,Cerulean Dice,Soak,Black Opal,4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,6 6 6 6 5 5 1 6 5 6 5 6 6 6 6,6 6 6 6 6 6 6 6 6 6 6 6 6 6 6,4 4 4 5 5 5 5 5 5 5 5 5 5 5 5,3 3 3 3 3 3 3 3 3 3 3 3 3 4 4,8 2 1 1 0 0 0 0 0 0 3 3 5 4 4,3 1 1 3 3 0 0 0 0 1 1 11 10 3 3,0 1 1 2 2 1 1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 1 1 2 3 3 3 3 4 4,,Remote,AI,Hargrave,Classic,Wickedweave Dice,Feel,Spinel,5 5 6 5 5 5 6 5 5 5 5 5 5 5 5,4 5 5 5 6 5 2 5 5 5 5 5 5 5 5,5 5 5 5 6 6 5 7 5 5 5 5 5 5 5,4 5 5 5 5 5 6 7 6 6 6 6 6 6 6,3 4 3 4 4 4 4 4 4 4 4 4 4 4 4,5 5 2 6 3 3 2 2 0 0 3 7 11 11 11,5 3 6 3 3 2 2 2 4 4 4 4 4 4 4,0 1 0 0 1 1 2 2 1 1 1 1 0 0 0,0 1 1 2 2 2 2 2 2 2 2 2 2 3 3
